path,kind,qualname,name,action,simplifiable,lines,refs,dup_count,core_api,in_tests,reason,evidence
runner/_util.py,function,_is_truthy,_is_truthy,KEEP,否,7,14,1,False,False,规模≈7 行；引用次数≈14（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/_util.py:9; kind=function; refs≈14; lines≈7
runner/eval_audit.py,function,audit_eval_script_has_real_execution,audit_eval_script_has_real_execution,KEEP,否,67,6,0,False,False,规模≈67 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:81; kind=function; refs≈6; lines≈67
runner/eval_audit.py,function,audit_eval_script_mentions_any_anchor,audit_eval_script_mentions_any_anchor,KEEP,否,61,4,0,False,False,规模≈61 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/eval_audit.py:146; kind=function; refs≈4; lines≈61
runner/generic_evaluation.py,function,_write_json,_write_json,KEEP,否,7,20,1,False,False,规模≈7 行；引用次数≈20（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:33; kind=function; refs≈20; lines≈7
runner/generic_evaluation.py,function,_reward_average_from_rollout,_reward_average_from_rollout,KEEP,否,59,2,1,False,False,规模≈59 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:43; kind=function; refs≈2; lines≈59
runner/generic_evaluation.py,function,main,main,KEEP,否,69,27,0,False,False,规模≈69 行；引用次数≈27（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_evaluation.py:103; kind=function; refs≈27; lines≈69
runner/generic_rollout.py,function,_now_iso,_now_iso,SIMPLIFY,部分,6,4,1,False,False,规模≈6 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:35; kind=function; refs≈4; lines≈6
runner/generic_rollout.py,function,_read_text,_read_text,INLINE,是,12,3,1,False,False,规模≈12 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/generic_rollout.py:43; kind=function; refs≈3; lines≈12
runner/generic_rollout.py,function,_read_hf_manifest,_read_hf_manifest,INLINE,是,9,3,1,False,False,规模≈9 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/generic_rollout.py:57; kind=function; refs≈3; lines≈9
runner/generic_rollout.py,function,_resolve_openai_base,_resolve_openai_base,SIMPLIFY,部分,31,3,1,False,False,规模≈31 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:68; kind=function; refs≈3; lines≈31
runner/generic_rollout.py,function,_env_int,_env_int,KEEP,否,13,7,1,False,False,规模≈13 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:101; kind=function; refs≈7; lines≈13
runner/generic_rollout.py,function,_chat_completion,_chat_completion,KEEP,否,41,4,1,False,False,规模≈41 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:116; kind=function; refs≈4; lines≈41
runner/generic_rollout.py,function,_norm_number_str,_norm_number_str,SIMPLIFY,部分,6,5,1,False,False,规模≈6 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:165; kind=function; refs≈5; lines≈6
runner/generic_rollout.py,function,_to_fraction,_to_fraction,SIMPLIFY,部分,10,4,1,False,False,规模≈10 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:173; kind=function; refs≈4; lines≈10
runner/generic_rollout.py,function,_extract_final_line,_extract_final_line,SIMPLIFY,部分,18,4,1,False,False,规模≈18 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:185; kind=function; refs≈4; lines≈18
runner/generic_rollout.py,function,_norm_answer_str,_norm_answer_str,SIMPLIFY,部分,8,4,1,False,False,规模≈8 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:205; kind=function; refs≈4; lines≈8
runner/generic_rollout.py,function,_extract_last_number,_extract_last_number,SIMPLIFY,部分,9,4,1,False,False,规模≈9 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:215; kind=function; refs≈4; lines≈9
runner/generic_rollout.py,function,_answers_match,_answers_match,INLINE,是,18,3,1,False,False,规模≈18 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/generic_rollout.py:226; kind=function; refs≈3; lines≈18
runner/generic_rollout.py,function,_maybe_rollout_hf_qa_parquet,_maybe_rollout_hf_qa_parquet,KEEP,否,106,2,1,False,False,规模≈106 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:262; kind=function; refs≈2; lines≈106
runner/generic_rollout.py,function,_build_prompts,_build_prompts,SIMPLIFY,部分,31,3,1,False,False,规模≈31 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/generic_rollout.py:354; kind=function; refs≈3; lines≈31
runner/generic_rollout.py,function,main,main,KEEP,否,75,27,0,False,False,规模≈75 行；引用次数≈27（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/generic_rollout.py:387; kind=function; refs≈27; lines≈75
runner/hints_exec.py,function,_read_hints_file,_read_hints_file,INLINE,是,16,3,1,False,False,规模≈16 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:22; kind=function; refs≈3; lines≈16
runner/hints_exec.py,function,_find_latest_scaffold_hints_file,_find_latest_scaffold_hints_file,INLINE,是,14,3,1,False,False,规模≈14 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:40; kind=function; refs≈3; lines≈14
runner/hints_exec.py,function,_replace_flag_value,_replace_flag_value,KEEP,否,25,6,1,False,False,规模≈25 行；引用次数≈6（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:59; kind=function; refs≈6; lines≈25
runner/hints_exec.py,function,_replace_flag_value.repl,repl,KEEP,否,12,3,0,False,False,规模≈12 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:70; kind=function; refs≈3; lines≈12
runner/hints_exec.py,function,_as_major_minor,_as_major_minor,SIMPLIFY,部分,19,5,1,False,False,规模≈19 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:144; kind=function; refs≈5; lines≈19
runner/hints_exec.py,function,_infer_repo_python_pin,_infer_repo_python_pin,SIMPLIFY,部分,40,2,1,False,False,规模≈40 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:166; kind=function; refs≈2; lines≈40
runner/hints_exec.py,function,_infer_repo_requires_python,_infer_repo_requires_python,KEEP,否,53,2,1,False,False,规模≈53 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:208; kind=function; refs≈2; lines≈53
runner/hints_exec.py,function,_best_python_minor_from_spec,_best_python_minor_from_spec,KEEP,否,42,2,1,False,False,规模≈42 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:263; kind=function; refs≈2; lines≈42
runner/hints_exec.py,function,_infer_uv_python_candidates,_infer_uv_python_candidates,KEEP,否,51,2,1,False,False,规模≈51 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:307; kind=function; refs≈2; lines≈51
runner/hints_exec.py,function,_canonical_base_url,_canonical_base_url,SIMPLIFY,部分,12,4,1,False,False,规模≈12 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:359; kind=function; refs≈4; lines≈12
runner/hints_exec.py,function,_first_command_line,_first_command_line,KEEP,否,10,7,1,False,False,规模≈10 行；引用次数≈7（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:373; kind=function; refs≈7; lines≈10
runner/hints_exec.py,function,_extract_cli_flag_value,_extract_cli_flag_value,SIMPLIFY,部分,21,5,1,False,False,规模≈21 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:385; kind=function; refs≈5; lines≈21
runner/hints_exec.py,function,_extract_cli_flag_value_any,_extract_cli_flag_value_any,SIMPLIFY,部分,10,5,1,False,False,规模≈10 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:408; kind=function; refs≈5; lines≈10
runner/hints_exec.py,function,_hint_backend,_hint_backend,SIMPLIFY,部分,13,4,1,False,False,规模≈13 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:420; kind=function; refs≈4; lines≈13
runner/hints_exec.py,function,_is_remote_openai_hint,_is_remote_openai_hint,SIMPLIFY,部分,6,4,1,False,False,规模≈6 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:435; kind=function; refs≈4; lines≈6
runner/hints_exec.py,function,_contains_openai_auth_error,_contains_openai_auth_error,INLINE,是,15,3,1,False,False,规模≈15 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:443; kind=function; refs≈3; lines≈15
runner/hints_exec.py,function,_normalize_score,_normalize_score,SIMPLIFY,部分,14,4,1,False,False,规模≈14 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:465; kind=function; refs≈4; lines≈14
runner/hints_exec.py,function,_extract_score_from_text,_extract_score_from_text,SIMPLIFY,部分,26,2,1,False,False,规模≈26 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:482; kind=function; refs≈2; lines≈26
runner/hints_exec.py,function,_extract_score_from_json_obj,_extract_score_from_json_obj,SIMPLIFY,部分,33,3,1,False,False,规模≈33 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:510; kind=function; refs≈3; lines≈33
runner/hints_exec.py,function,_extract_score_from_json_obj.rec,rec,KEEP,否,16,5,0,False,False,规模≈16 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:516; kind=function; refs≈5; lines≈16
runner/hints_exec.py,function,_extract_score_from_json_file,_extract_score_from_json_file,INLINE,是,10,3,1,False,False,规模≈10 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:544; kind=function; refs≈3; lines≈10
runner/hints_exec.py,function,_candidate_metrics_paths,_candidate_metrics_paths,KEEP,否,41,2,1,False,False,规模≈41 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:563; kind=function; refs≈2; lines≈41
runner/hints_exec.py,function,_hint_runtime_compatible,_hint_runtime_compatible,SIMPLIFY,部分,23,3,1,False,False,规模≈23 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:599; kind=function; refs≈3; lines≈23
runner/hints_exec.py,function,normalize_hint_command,normalize_hint_command,KEEP,否,349,21,0,False,False,规模≈349 行；引用次数≈21（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:628; kind=function; refs≈21; lines≈349
runner/hints_exec.py,function,normalize_hint_command.bracket_repl,bracket_repl,KEEP,否,10,3,0,False,False,规模≈10 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:658; kind=function; refs≈3; lines≈10
runner/hints_exec.py,function,normalize_hint_command.gha_repl,gha_repl,KEEP,否,9,3,0,False,False,规模≈9 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:676; kind=function; refs≈3; lines≈9
runner/hints_exec.py,function,normalize_hint_command._rewrite_line,_rewrite_line,INLINE,是,19,3,0,False,False,规模≈19 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:727; kind=function; refs≈3; lines≈19
runner/hints_exec.py,function,normalize_hint_command._maybe_rewrite_python_tools,_maybe_rewrite_python_tools,KEEP,否,66,5,0,False,False,规模≈66 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:756; kind=function; refs≈5; lines≈66
runner/hints_exec.py,function,normalize_hint_command._maybe_rewrite_python_tools._is_py,_is_py,INLINE,是,9,3,0,False,False,规模≈9 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:770; kind=function; refs≈3; lines≈9
runner/hints_exec.py,function,normalize_hint_command._maybe_rewrite_python_tools._is_pip,_is_pip,INLINE,是,9,3,0,False,False,规模≈9 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:780; kind=function; refs≈3; lines≈9
runner/hints_exec.py,function,normalize_hint_command._looks_like_fire_cli,_looks_like_fire_cli,SIMPLIFY,部分,30,2,0,False,False,规模≈30 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:821; kind=function; refs≈2; lines≈30
runner/hints_exec.py,function,normalize_hint_command._maybe_normalize_fire_flag_aliases,_maybe_normalize_fire_flag_aliases,SIMPLIFY,部分,22,3,0,False,False,规模≈22 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:851; kind=function; refs≈3; lines≈22
runner/hints_exec.py,function,normalize_hint_command._maybe_bound_openai_codegen_eval,_maybe_bound_openai_codegen_eval,SIMPLIFY,部分,34,3,0,False,False,规模≈34 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:874; kind=function; refs≈3; lines≈34
runner/hints_exec.py,function,normalize_hint_command._strip_pytest_xdist_flags,_strip_pytest_xdist_flags,SIMPLIFY,部分,39,3,0,False,False,规模≈39 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:915; kind=function; refs≈3; lines≈39
runner/hints_exec.py,class,HintAttempt,HintAttempt,KEEP,否,13,10,0,False,False,规模≈13 行；引用次数≈10（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:976; kind=class; refs≈10; lines≈13
runner/hints_exec.py,class,HintProbe,HintProbe,KEEP,否,10,8,0,False,False,规模≈10 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:992; kind=class; refs≈8; lines≈10
runner/hints_exec.py,function,_tail,_tail,KEEP,否,9,17,1,False,False,规模≈9 行；引用次数≈17（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1004; kind=function; refs≈17; lines≈9
runner/hints_exec.py,function,_docker_available,_docker_available,SIMPLIFY,部分,29,2,1,False,False,规模≈29 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1020; kind=function; refs≈2; lines≈29
runner/hints_exec.py,function,_extract_invoked_command,_extract_invoked_command,SIMPLIFY,部分,22,3,1,False,False,规模≈22 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1046; kind=function; refs≈3; lines≈22
runner/hints_exec.py,function,_probe_hint_command,_probe_hint_command,KEEP,否,114,5,1,False,False,规模≈114 行；引用次数≈5（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1077; kind=function; refs≈5; lines≈114
runner/hints_exec.py,function,_matched_anchors,_matched_anchors,SIMPLIFY,部分,20,5,1,False,False,规模≈20 行；引用次数≈5（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1186; kind=function; refs≈5; lines≈20
runner/hints_exec.py,function,run_hints,run_hints,KEEP,否,828,27,0,False,False,规模≈828 行；引用次数≈27（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1208; kind=function; refs≈27; lines≈828
runner/hints_exec.py,function,run_hints._looks_like_py_incompat_build_failure,_looks_like_py_incompat_build_failure,INLINE,是,17,3,0,False,False,规模≈17 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:1256; kind=function; refs≈3; lines≈17
runner/hints_exec.py,function,run_hints._ensure_uv_hint_env,_ensure_uv_hint_env,KEEP,否,74,3,0,False,False,规模≈74 行；引用次数≈3（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:1274; kind=function; refs≈3; lines≈74
runner/hints_exec.py,function,run_hints._priority,_priority,SIMPLIFY,部分,38,4,0,False,False,规模≈38 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1349; kind=function; refs≈4; lines≈38
runner/hints_exec.py,function,run_hints._looks_like_openai_codegen_eval,_looks_like_openai_codegen_eval,SIMPLIFY,部分,19,4,0,False,False,规模≈19 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1400; kind=function; refs≈4; lines≈19
runner/hints_exec.py,function,run_hints._hint_workdir,_hint_workdir,INLINE,是,19,3,0,False,False,规模≈19 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:1420; kind=function; refs≈3; lines≈19
runner/hints_exec.py,function,run_hints._maybe_prepare_dataset_override,_maybe_prepare_dataset_override,SIMPLIFY,部分,142,2,0,False,False,规模≈142 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1447; kind=function; refs≈2; lines≈142
runner/hints_exec.py,function,run_hints._parse_pytest_counts,_parse_pytest_counts,SIMPLIFY,部分,28,3,0,False,False,规模≈28 行；引用次数≈3（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1584; kind=function; refs≈3; lines≈28
runner/hints_exec.py,function,run_hints._probe_rank,_probe_rank,INLINE,是,10,3,0,False,False,规模≈10 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:1725; kind=function; refs≈3; lines≈10
runner/hints_exec.py,function,run_hints._hint_kind,_hint_kind,INLINE,是,15,3,0,False,False,规模≈15 行；引用次数≈3（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/hints_exec.py:1738; kind=function; refs≈3; lines≈15
runner/hints_exec.py,function,run_hints._exec,_exec,SIMPLIFY,部分,27,4,0,False,False,规模≈27 行；引用次数≈4（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/hints_exec.py:1828; kind=function; refs≈4; lines≈27
runner/hints_exec.py,function,main,main,KEEP,否,16,27,0,False,False,规模≈16 行；引用次数≈27（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/hints_exec.py:2038; kind=function; refs≈27; lines≈16
runner/opencode_client.py,function,_looks_like_transport_unavailable,_looks_like_transport_unavailable,SIMPLIFY,部分,23,2,1,False,False,规模≈23 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/opencode_client.py:25; kind=function; refs≈2; lines≈23
runner/opencode_client.py,function,_normalize_base_url,_normalize_base_url,INLINE,是,14,2,1,False,False,规模≈14 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:54; kind=function; refs≈2; lines≈14
runner/opencode_client.py,function,_basic_auth_value,_basic_auth_value,INLINE,是,12,2,1,False,False,规模≈12 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:70; kind=function; refs≈2; lines≈12
runner/opencode_client.py,function,_split_model,_split_model,INLINE,是,19,2,1,False,False,规模≈19 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:84; kind=function; refs≈2; lines≈19
runner/opencode_client.py,function,select_bash_mode,select_bash_mode,KEEP,否,16,8,0,False,False,规模≈16 行；引用次数≈8（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:105; kind=function; refs≈8; lines≈16
runner/opencode_client.py,function,_extract_assistant_text,_extract_assistant_text,SIMPLIFY,部分,22,2,1,False,False,规模≈22 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/opencode_client.py:123; kind=function; refs≈2; lines≈22
runner/opencode_client.py,function,_extract_opencode_error,_extract_opencode_error,SIMPLIFY,部分,28,2,1,False,False,规模≈28 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/opencode_client.py:147; kind=function; refs≈2; lines≈28
runner/opencode_client.py,class,OpenCodeServerConfig,OpenCodeServerConfig,KEEP,否,14,4,0,False,False,规模≈14 行；引用次数≈4（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:178; kind=class; refs≈4; lines≈14
runner/opencode_client.py,class,OpenCodeRequestError,OpenCodeRequestError,KEEP,否,26,18,0,False,False,规模≈26 行；引用次数≈18（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:194; kind=class; refs≈18; lines≈26
runner/opencode_client.py,method,OpenCodeRequestError.__init__,__init__,KEEP,是,15,1,0,False,False,规模≈15 行；引用次数≈1（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:205; kind=method; refs≈1; lines≈15
runner/opencode_client.py,class,OpenCodeClient,OpenCodeClient,KEEP,否,610,23,0,False,False,规模≈610 行；引用次数≈23（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:222; kind=class; refs≈23; lines≈610
runner/opencode_client.py,method,OpenCodeClient.__init__,__init__,KEEP,否,109,1,0,False,False,规模≈109 行；引用次数≈1（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:255; kind=method; refs≈1; lines≈109
runner/opencode_client.py,method,OpenCodeClient.close,close,KEEP,否,17,10,0,False,False,规模≈17 行；引用次数≈10（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:343; kind=method; refs≈10; lines≈17
runner/opencode_client.py,method,OpenCodeClient._stop_local_server,_stop_local_server,SIMPLIFY,部分,40,2,0,False,False,规模≈40 行；引用次数≈2（静态近似，可能包含注释/字符串）；可通过拆分/去重复/抽 helper 减少复杂度，但不建议完全内联,runner/opencode_client.py:357; kind=method; refs≈2; lines≈40
runner/opencode_client.py,method,OpenCodeClient.run,run,KEEP,否,99,30,0,False,False,规模≈99 行；引用次数≈30（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:402; kind=method; refs≈30; lines≈99
runner/opencode_client.py,method,OpenCodeClient._start_local_server,_start_local_server,KEEP,否,64,2,0,False,False,规模≈64 行；引用次数≈2（静态近似，可能包含注释/字符串）；多点复用或涉及副作用/协议验收，过度简化会增加回归风险或降低可审计性,runner/opencode_client.py:509; kind=method; refs≈2; lines≈64
runner/opencode_client.py,method,OpenCodeClient._wait_for_health,_wait_for_health,INLINE,是,20,2,0,False,False,规模≈20 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:567; kind=method; refs≈2; lines≈20
runner/opencode_client.py,method,OpenCodeClient._create_session,_create_session,INLINE,是,17,2,0,False,False,规模≈17 行；引用次数≈2（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:588; kind=method; refs≈2; lines≈17
runner/opencode_client.py,method,OpenCodeClient._sleep_retry_backoff,_sleep_retry_backoff,INLINE,是,16,1,0,False,False,规模≈16 行；引用次数≈1（静态近似，可能包含注释/字符串）；逻辑短且低复用，适合 inline/合并以减少符号面,runner/opencode_client.py:606; kind=method; refs≈1; lines≈16
